,Player,Year,Position,Age,Height,Weight,Draft Position,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP
Sidney Crosby 2016,Sidney Crosby,2016,C,28.151,71,200,1,22.0,36.0,80.0,77.0,80.0
Sidney Crosby 2017,Sidney Crosby,2017,C,29.153,71,200,1,36.0,80.0,77.0,80.0,75.0
Sidney Crosby 2018,Sidney Crosby,2018,C,30.153,71,200,1,80.0,77.0,80.0,75.0,82.0
Sidney Crosby 2019,Sidney Crosby,2019,C,31.152,71,200,1,77.0,80.0,75.0,82.0,79.0
Sidney Crosby 2020,Sidney Crosby,2020,C,32.151,71,200,1,80.0,75.0,82.0,79.0,41.0
Sidney Crosby 2021,Sidney Crosby,2021,C,33.154,71,200,1,75.0,82.0,79.0,41.0,55.0
Sidney Crosby 2022,Sidney Crosby,2022,C,34.153,71,200,1,82.0,79.0,41.0,55.0,69.0
Sidney Crosby 2023,Sidney Crosby,2023,C,35.152,71,200,1,79.0,41.0,55.0,69.0,82.0
Jack Johnson 2008,Jack Johnson,2008,D,20.715,73,227,3,,,,,74.0
Jack Johnson 2009,Jack Johnson,2009,D,21.717,73,227,3,,,,74.0,41.0
Jack Johnson 2010,Jack Johnson,2010,D,22.717,73,227,3,,,74.0,41.0,80.0
Jack Johnson 2011,Jack Johnson,2011,D,23.716,73,227,3,,74.0,41.0,80.0,82.0
Jack Johnson 2012,Jack Johnson,2012,D,24.715,73,227,3,74.0,41.0,80.0,82.0,82.0
Jack Johnson 2013,Jack Johnson,2013,D,25.717,73,227,3,41.0,80.0,82.0,82.0,44.0
Jack Johnson 2014,Jack Johnson,2014,D,26.717,73,227,3,80.0,82.0,82.0,44.0,82.0
Jack Johnson 2015,Jack Johnson,2015,D,27.716,73,227,3,82.0,82.0,44.0,82.0,79.0
Jack Johnson 2016,Jack Johnson,2016,D,28.715,73,227,3,82.0,44.0,82.0,79.0,60.0
Jack Johnson 2017,Jack Johnson,2017,D,29.717,73,227,3,44.0,82.0,79.0,60.0,82.0
Jack Johnson 2018,Jack Johnson,2018,D,30.717,73,227,3,82.0,79.0,60.0,82.0,77.0
Jack Johnson 2019,Jack Johnson,2019,D,31.716,73,227,3,79.0,60.0,82.0,77.0,82.0
Jack Johnson 2020,Jack Johnson,2020,D,32.715,73,227,3,60.0,82.0,77.0,82.0,67.0
Jack Johnson 2021,Jack Johnson,2021,D,33.718,73,227,3,82.0,77.0,82.0,67.0,13.0
Jack Johnson 2022,Jack Johnson,2022,D,34.717,73,227,3,77.0,82.0,67.0,13.0,74.0
Jack Johnson 2023,Jack Johnson,2023,D,35.716,73,227,3,82.0,67.0,13.0,74.0,82.0
Anze Kopitar 2008,Anze Kopitar,2008,C,20.105,75,225,11,,,,,82.0
Anze Kopitar 2009,Anze Kopitar,2009,C,21.107,75,225,11,,,,82.0,82.0
Anze Kopitar 2010,Anze Kopitar,2010,C,22.106,75,225,11,,,82.0,82.0,82.0
Anze Kopitar 2011,Anze Kopitar,2011,C,23.105,75,225,11,,82.0,82.0,82.0,75.0
Anze Kopitar 2012,Anze Kopitar,2012,C,24.105,75,225,11,82.0,82.0,82.0,75.0,82.0
Anze Kopitar 2013,Anze Kopitar,2013,C,25.107,75,225,11,82.0,82.0,75.0,82.0,47.0
Anze Kopitar 2014,Anze Kopitar,2014,C,26.106,75,225,11,82.0,75.0,82.0,47.0,82.0
Anze Kopitar 2015,Anze Kopitar,2015,C,27.105,75,225,11,75.0,82.0,47.0,82.0,79.0
Anze Kopitar 2016,Anze Kopitar,2016,C,28.105,75,225,11,82.0,47.0,82.0,79.0,81.0
Anze Kopitar 2017,Anze Kopitar,2017,C,29.107,75,225,11,47.0,82.0,79.0,81.0,76.0
Anze Kopitar 2018,Anze Kopitar,2018,C,30.106,75,225,11,82.0,79.0,81.0,76.0,82.0
Anze Kopitar 2019,Anze Kopitar,2019,C,31.106,75,225,11,79.0,81.0,76.0,82.0,81.0
Anze Kopitar 2020,Anze Kopitar,2020,C,32.105,75,225,11,81.0,76.0,82.0,81.0,70.0
Anze Kopitar 2021,Anze Kopitar,2021,C,33.107,75,225,11,76.0,82.0,81.0,70.0,56.0
Anze Kopitar 2022,Anze Kopitar,2022,C,34.106,75,225,11,82.0,81.0,70.0,56.0,81.0
Anze Kopitar 2023,Anze Kopitar,2023,C,35.106,75,225,11,81.0,70.0,56.0,81.0,82.0
Marc Staal 2008,Marc Staal,2008,D,20.715,76,208,12,,,,,80.0
Marc Staal 2009,Marc Staal,2009,D,21.717,76,208,12,,,,80.0,82.0
Marc Staal 2010,Marc Staal,2010,D,22.717,76,208,12,,,80.0,82.0,82.0
Marc Staal 2011,Marc Staal,2011,D,23.716,76,208,12,,80.0,82.0,82.0,77.0
Marc Staal 2012,Marc Staal,2012,D,24.715,76,208,12,80.0,82.0,82.0,77.0,46.0
Marc Staal 2013,Marc Staal,2013,D,25.717,76,208,12,82.0,82.0,77.0,46.0,21.0
Marc Staal 2014,Marc Staal,2014,D,26.717,76,208,12,82.0,77.0,46.0,21.0,72.0
Marc Staal 2015,Marc Staal,2015,D,27.716,76,208,12,77.0,46.0,21.0,72.0,80.0
Marc Staal 2016,Marc Staal,2016,D,28.715,76,208,12,46.0,21.0,72.0,80.0,77.0
Marc Staal 2017,Marc Staal,2017,D,29.717,76,208,12,21.0,72.0,80.0,77.0,72.0
Marc Staal 2018,Marc Staal,2018,D,30.717,76,208,12,72.0,80.0,77.0,72.0,72.0
Marc Staal 2019,Marc Staal,2019,D,31.716,76,208,12,80.0,77.0,72.0,72.0,79.0
Marc Staal 2020,Marc Staal,2020,D,32.715,76,208,12,77.0,72.0,72.0,79.0,52.0
Marc Staal 2021,Marc Staal,2021,D,33.718,76,208,12,72.0,72.0,79.0,52.0,56.0
Marc Staal 2022,Marc Staal,2022,D,34.717,76,208,12,72.0,79.0,52.0,56.0,71.0
Marc Staal 2023,Marc Staal,2023,D,35.716,76,208,12,79.0,52.0,56.0,71.0,82.0
T.J. Oshie 2008,T.J. Oshie,2008,R,20.773,72,187,24,,,,,
T.J. Oshie 2009,T.J. Oshie,2009,R,21.775,72,187,24,,,,,57.0
T.J. Oshie 2010,T.J. Oshie,2010,R,22.774,72,187,24,,,,57.0,76.0
T.J. Oshie 2011,T.J. Oshie,2011,R,23.773,72,187,24,,,57.0,76.0,49.0
T.J. Oshie 2012,T.J. Oshie,2012,R,24.773,72,187,24,,57.0,76.0,49.0,80.0
T.J. Oshie 2013,T.J. Oshie,2013,R,25.775,72,187,24,57.0,76.0,49.0,80.0,30.0
T.J. Oshie 2014,T.J. Oshie,2014,R,26.774,72,187,24,76.0,49.0,80.0,30.0,79.0
T.J. Oshie 2015,T.J. Oshie,2015,R,27.774,72,187,24,49.0,80.0,30.0,79.0,72.0
T.J. Oshie 2016,T.J. Oshie,2016,R,28.773,72,187,24,80.0,30.0,79.0,72.0,80.0
T.J. Oshie 2017,T.J. Oshie,2017,R,29.775,72,187,24,30.0,79.0,72.0,80.0,68.0
T.J. Oshie 2018,T.J. Oshie,2018,R,30.774,72,187,24,79.0,72.0,80.0,68.0,74.0
T.J. Oshie 2019,T.J. Oshie,2019,R,31.774,72,187,24,72.0,80.0,68.0,74.0,69.0
T.J. Oshie 2020,T.J. Oshie,2020,R,32.773,72,187,24,80.0,68.0,74.0,69.0,69.0
T.J. Oshie 2021,T.J. Oshie,2021,R,33.775,72,187,24,68.0,74.0,69.0,69.0,53.0
T.J. Oshie 2022,T.J. Oshie,2022,R,34.774,72,187,24,74.0,69.0,69.0,53.0,44.0
T.J. Oshie 2023,T.J. Oshie,2023,R,35.774,72,187,24,69.0,69.0,53.0,44.0,58.0
Andrew Cogliano 2008,Andrew Cogliano,2008,C,20.299,70,179,25,,,,,82.0
Andrew Cogliano 2009,Andrew Cogliano,2009,C,21.301,70,179,25,,,,82.0,82.0
Andrew Cogliano 2010,Andrew Cogliano,2010,C,22.3,70,179,25,,,82.0,82.0,82.0
Andrew Cogliano 2011,Andrew Cogliano,2011,C,23.3,70,179,25,,82.0,82.0,82.0,82.0
Andrew Cogliano 2012,Andrew Cogliano,2012,C,24.299,70,179,25,82.0,82.0,82.0,82.0,82.0
Andrew Cogliano 2013,Andrew Cogliano,2013,C,25.301,70,179,25,82.0,82.0,82.0,82.0,48.0
Andrew Cogliano 2014,Andrew Cogliano,2014,C,26.301,70,179,25,82.0,82.0,82.0,48.0,82.0
Andrew Cogliano 2015,Andrew Cogliano,2015,C,27.3,70,179,25,82.0,82.0,48.0,82.0,82.0
Andrew Cogliano 2016,Andrew Cogliano,2016,C,28.299,70,179,25,82.0,48.0,82.0,82.0,82.0
Andrew Cogliano 2017,Andrew Cogliano,2017,C,29.301,70,179,25,48.0,82.0,82.0,82.0,82.0
Andrew Cogliano 2018,Andrew Cogliano,2018,C,30.301,70,179,25,82.0,82.0,82.0,82.0,80.0
Andrew Cogliano 2019,Andrew Cogliano,2019,C,31.3,70,179,25,82.0,82.0,82.0,80.0,78.0
Andrew Cogliano 2020,Andrew Cogliano,2020,C,32.299,70,179,25,82.0,82.0,80.0,78.0,68.0
Andrew Cogliano 2021,Andrew Cogliano,2021,C,33.301,70,179,25,82.0,80.0,78.0,68.0,54.0
Andrew Cogliano 2022,Andrew Cogliano,2022,C,34.301,70,179,25,80.0,78.0,68.0,54.0,74.0
Andrew Cogliano 2023,Andrew Cogliano,2023,C,35.3,70,179,25,78.0,68.0,54.0,74.0,79.0
Marc-Edouard Vlasic 2008,Marc-Edouard Vlasic,2008,D,20.507,73,205,35,,,,,82.0
Marc-Edouard Vlasic 2009,Marc-Edouard Vlasic,2009,D,21.509,73,205,35,,,,82.0,82.0
Marc-Edouard Vlasic 2010,Marc-Edouard Vlasic,2010,D,22.508,73,205,35,,,82.0,82.0,64.0
Marc-Edouard Vlasic 2011,Marc-Edouard Vlasic,2011,D,23.508,73,205,35,,82.0,82.0,64.0,80.0
Marc-Edouard Vlasic 2012,Marc-Edouard Vlasic,2012,D,24.507,73,205,35,82.0,82.0,64.0,80.0,82.0
Marc-Edouard Vlasic 2013,Marc-Edouard Vlasic,2013,D,25.509,73,205,35,82.0,64.0,80.0,82.0,48.0
Marc-Edouard Vlasic 2014,Marc-Edouard Vlasic,2014,D,26.509,73,205,35,64.0,80.0,82.0,48.0,81.0
Marc-Edouard Vlasic 2015,Marc-Edouard Vlasic,2015,D,27.508,73,205,35,80.0,82.0,48.0,81.0,70.0
Marc-Edouard Vlasic 2016,Marc-Edouard Vlasic,2016,D,28.507,73,205,35,82.0,48.0,81.0,70.0,67.0
Marc-Edouard Vlasic 2017,Marc-Edouard Vlasic,2017,D,29.509,73,205,35,48.0,81.0,70.0,67.0,75.0
Marc-Edouard Vlasic 2018,Marc-Edouard Vlasic,2018,D,30.509,73,205,35,81.0,70.0,67.0,75.0,81.0
Marc-Edouard Vlasic 2019,Marc-Edouard Vlasic,2019,D,31.508,73,205,35,70.0,67.0,75.0,81.0,72.0
Marc-Edouard Vlasic 2020,Marc-Edouard Vlasic,2020,D,32.507,73,205,35,67.0,75.0,81.0,72.0,70.0
Marc-Edouard Vlasic 2021,Marc-Edouard Vlasic,2021,D,33.509,73,205,35,75.0,81.0,72.0,70.0,51.0
Marc-Edouard Vlasic 2022,Marc-Edouard Vlasic,2022,D,34.509,73,205,35,81.0,72.0,70.0,51.0,75.0
Marc-Edouard Vlasic 2023,Marc-Edouard Vlasic,2023,D,35.508,73,205,35,72.0,70.0,51.0,75.0,78.0
Kris Letang 2008,Kris Letang,2008,D,20.439,72,201,62,,,,,63.0
Kris Letang 2009,Kris Letang,2009,D,21.441,72,201,62,,,,63.0,74.0
Kris Letang 2010,Kris Letang,2010,D,22.44,72,201,62,,,63.0,74.0,73.0
Kris Letang 2011,Kris Letang,2011,D,23.439,72,201,62,,63.0,74.0,73.0,82.0
Kris Letang 2012,Kris Letang,2012,D,24.439,72,201,62,63.0,74.0,73.0,82.0,51.0
Kris Letang 2013,Kris Letang,2013,D,25.441,72,201,62,74.0,73.0,82.0,51.0,35.0
Kris Letang 2014,Kris Letang,2014,D,26.44,72,201,62,73.0,82.0,51.0,35.0,37.0
Kris Letang 2015,Kris Letang,2015,D,27.439,72,201,62,82.0,51.0,35.0,37.0,69.0
Kris Letang 2016,Kris Letang,2016,D,28.439,72,201,62,51.0,35.0,37.0,69.0,71.0
Kris Letang 2017,Kris Letang,2017,D,29.441,72,201,62,35.0,37.0,69.0,71.0,41.0
Kris Letang 2018,Kris Letang,2018,D,30.44,72,201,62,37.0,69.0,71.0,41.0,79.0
Kris Letang 2019,Kris Letang,2019,D,31.44,72,201,62,69.0,71.0,41.0,79.0,65.0
Kris Letang 2020,Kris Letang,2020,D,32.439,72,201,62,71.0,41.0,79.0,65.0,61.0
Kris Letang 2021,Kris Letang,2021,D,33.441,72,201,62,41.0,79.0,65.0,61.0,55.0
Kris Letang 2022,Kris Letang,2022,D,34.44,72,201,62,79.0,65.0,61.0,55.0,78.0
Kris Letang 2023,Kris Letang,2023,D,35.44,72,201,62,65.0,61.0,55.0,78.0,64.0
Darren Helm 2008,Darren Helm,2008,C,20.693,72,192,132,,,,,7.0
Darren Helm 2009,Darren Helm,2009,C,21.695,72,192,132,,,,7.0,16.0
Darren Helm 2010,Darren Helm,2010,C,22.695,72,192,132,,,7.0,16.0,75.0
Darren Helm 2011,Darren Helm,2011,C,23.694,72,192,132,,7.0,16.0,75.0,82.0
Darren Helm 2012,Darren Helm,2012,C,24.693,72,192,132,7.0,16.0,75.0,82.0,68.0
Darren Helm 2013,Darren Helm,2013,C,25.695,72,192,132,16.0,75.0,82.0,68.0,1.0
Darren Helm 2014,Darren Helm,2014,C,26.695,72,192,132,75.0,82.0,68.0,1.0,42.0
Darren Helm 2015,Darren Helm,2015,C,27.694,72,192,132,82.0,68.0,1.0,42.0,75.0
Darren Helm 2016,Darren Helm,2016,C,28.693,72,192,132,68.0,1.0,42.0,75.0,77.0
Darren Helm 2017,Darren Helm,2017,C,29.696,72,192,132,1.0,42.0,75.0,77.0,50.0
Darren Helm 2018,Darren Helm,2018,C,30.695,72,192,132,42.0,75.0,77.0,50.0,75.0
Darren Helm 2019,Darren Helm,2019,C,31.694,72,192,132,75.0,77.0,50.0,75.0,61.0
Darren Helm 2020,Darren Helm,2020,C,32.694,72,192,132,77.0,50.0,75.0,61.0,68.0
Darren Helm 2021,Darren Helm,2021,C,33.696,72,192,132,50.0,75.0,61.0,68.0,47.0
Darren Helm 2022,Darren Helm,2022,C,34.695,72,192,132,75.0,61.0,68.0,47.0,68.0
Darren Helm 2023,Darren Helm,2023,C,35.694,72,192,132,61.0,68.0,47.0,68.0,11.0
Ryan Reaves 2008,Ryan Reaves,2008,R,20.696,74,225,156,,,,,
Ryan Reaves 2009,Ryan Reaves,2009,R,21.698,74,225,156,,,,,
Ryan Reaves 2010,Ryan Reaves,2010,R,22.697,74,225,156,,,,,
Ryan Reaves 2011,Ryan Reaves,2011,R,23.697,74,225,156,,,,,28.0
Ryan Reaves 2012,Ryan Reaves,2012,R,24.696,74,225,156,,,,28.0,60.0
Ryan Reaves 2013,Ryan Reaves,2013,R,25.698,74,225,156,,,28.0,60.0,43.0
Ryan Reaves 2014,Ryan Reaves,2014,R,26.698,74,225,156,,28.0,60.0,43.0,63.0
Ryan Reaves 2015,Ryan Reaves,2015,R,27.697,74,225,156,28.0,60.0,43.0,63.0,81.0
Ryan Reaves 2016,Ryan Reaves,2016,R,28.696,74,225,156,60.0,43.0,63.0,81.0,64.0
Ryan Reaves 2017,Ryan Reaves,2017,R,29.698,74,225,156,43.0,63.0,81.0,64.0,80.0
Ryan Reaves 2018,Ryan Reaves,2018,R,30.698,74,225,156,63.0,81.0,64.0,80.0,79.0
Ryan Reaves 2019,Ryan Reaves,2019,R,31.697,74,225,156,81.0,64.0,80.0,79.0,80.0
Ryan Reaves 2020,Ryan Reaves,2020,R,32.696,74,225,156,64.0,80.0,79.0,80.0,71.0
Ryan Reaves 2021,Ryan Reaves,2021,R,33.698,74,225,156,80.0,79.0,80.0,71.0,37.0
Ryan Reaves 2022,Ryan Reaves,2022,R,34.698,74,225,156,79.0,80.0,71.0,37.0,69.0
Ryan Reaves 2023,Ryan Reaves,2023,R,35.697,74,225,156,80.0,71.0,37.0,69.0,73.0
Anton Stralman 2008,Anton Stralman,2008,D,21.167,71,193,216,,,,,50.0
Anton Stralman 2009,Anton Stralman,2009,D,22.169,71,193,216,,,,50.0,38.0
Anton Stralman 2010,Anton Stralman,2010,D,23.168,71,193,216,,,50.0,38.0,73.0
Anton Stralman 2011,Anton Stralman,2011,D,24.168,71,193,216,,50.0,38.0,73.0,51.0
Anton Stralman 2012,Anton Stralman,2012,D,25.167,71,193,216,50.0,38.0,73.0,51.0,53.0
Anton Stralman 2013,Anton Stralman,2013,D,26.169,71,193,216,38.0,73.0,51.0,53.0,48.0
Anton Stralman 2014,Anton Stralman,2014,D,27.168,71,193,216,73.0,51.0,53.0,48.0,81.0
Anton Stralman 2015,Anton Stralman,2015,D,28.168,71,193,216,51.0,53.0,48.0,81.0,82.0
Anton Stralman 2016,Anton Stralman,2016,D,29.167,71,193,216,53.0,48.0,81.0,82.0,73.0
Anton Stralman 2017,Anton Stralman,2017,D,30.169,71,193,216,48.0,81.0,82.0,73.0,73.0
Anton Stralman 2018,Anton Stralman,2018,D,31.169,71,193,216,81.0,82.0,73.0,73.0,80.0
Anton Stralman 2019,Anton Stralman,2019,D,32.168,71,193,216,82.0,73.0,73.0,80.0,47.0
Anton Stralman 2020,Anton Stralman,2020,D,33.167,71,193,216,73.0,73.0,80.0,47.0,69.0
Anton Stralman 2021,Anton Stralman,2021,D,34.169,71,193,216,73.0,80.0,47.0,69.0,38.0
Anton Stralman 2022,Anton Stralman,2022,D,35.169,71,193,216,80.0,47.0,69.0,38.0,74.0
Anton Stralman 2023,Anton Stralman,2023,D,36.168,71,193,216,47.0,69.0,38.0,74.0,8.0
Patric Hornqvist 2008,Patric Hornqvist,2008,R,20.748,71,189,230,,,,,
Patric Hornqvist 2009,Patric Hornqvist,2009,R,21.75,71,189,230,,,,,28.0
Patric Hornqvist 2010,Patric Hornqvist,2010,R,22.749,71,189,230,,,,28.0,80.0
Patric Hornqvist 2011,Patric Hornqvist,2011,R,23.749,71,189,230,,,28.0,80.0,79.0
Patric Hornqvist 2012,Patric Hornqvist,2012,R,24.748,71,189,230,,28.0,80.0,79.0,76.0
Patric Hornqvist 2013,Patric Hornqvist,2013,R,25.75,71,189,230,28.0,80.0,79.0,76.0,24.0
Patric Hornqvist 2014,Patric Hornqvist,2014,R,26.75,71,189,230,80.0,79.0,76.0,24.0,76.0
Patric Hornqvist 2015,Patric Hornqvist,2015,R,27.749,71,189,230,79.0,76.0,24.0,76.0,64.0
Patric Hornqvist 2016,Patric Hornqvist,2016,R,28.748,71,189,230,76.0,24.0,76.0,64.0,82.0
Patric Hornqvist 2017,Patric Hornqvist,2017,R,29.75,71,189,230,24.0,76.0,64.0,82.0,70.0
Patric Hornqvist 2018,Patric Hornqvist,2018,R,30.75,71,189,230,76.0,64.0,82.0,70.0,70.0
Patric Hornqvist 2019,Patric Hornqvist,2019,R,31.749,71,189,230,64.0,82.0,70.0,70.0,69.0
Patric Hornqvist 2020,Patric Hornqvist,2020,R,32.748,71,189,230,82.0,70.0,70.0,69.0,52.0
Patric Hornqvist 2021,Patric Hornqvist,2021,R,33.75,71,189,230,70.0,70.0,69.0,52.0,44.0
Patric Hornqvist 2022,Patric Hornqvist,2022,R,34.75,71,189,230,70.0,69.0,52.0,44.0,65.0
Patric Hornqvist 2023,Patric Hornqvist,2023,R,35.749,71,189,230,69.0,52.0,44.0,65.0,22.0
Brad Marchand 2008,Brad Marchand,2008,L,19.39,69,176,71,,,,,
Brad Marchand 2009,Brad Marchand,2009,L,20.392,69,176,71,,,,,
Brad Marchand 2010,Brad Marchand,2010,L,21.391,69,176,71,,,,,20.0
Brad Marchand 2011,Brad Marchand,2011,L,22.391,69,176,71,,,,20.0,77.0
Brad Marchand 2012,Brad Marchand,2012,L,23.39,69,176,71,,,20.0,77.0,76.0
Brad Marchand 2013,Brad Marchand,2013,L,24.392,69,176,71,,20.0,77.0,76.0,45.0
Brad Marchand 2014,Brad Marchand,2014,L,25.392,69,176,71,20.0,77.0,76.0,45.0,82.0
Brad Marchand 2015,Brad Marchand,2015,L,26.391,69,176,71,77.0,76.0,45.0,82.0,77.0
Brad Marchand 2016,Brad Marchand,2016,L,27.39,69,176,71,76.0,45.0,82.0,77.0,77.0
Brad Marchand 2017,Brad Marchand,2017,L,28.392,69,176,71,45.0,82.0,77.0,77.0,80.0
Brad Marchand 2018,Brad Marchand,2018,L,29.392,69,176,71,82.0,77.0,77.0,80.0,68.0
Brad Marchand 2019,Brad Marchand,2019,L,30.391,69,176,71,77.0,77.0,80.0,68.0,79.0
Brad Marchand 2020,Brad Marchand,2020,L,31.39,69,176,71,77.0,80.0,68.0,79.0,70.0
Brad Marchand 2021,Brad Marchand,2021,L,32.392,69,176,71,80.0,68.0,79.0,70.0,53.0
Brad Marchand 2022,Brad Marchand,2022,L,33.392,69,176,71,68.0,79.0,70.0,53.0,70.0
Brad Marchand 2023,Brad Marchand,2023,L,34.391,69,176,71,79.0,70.0,53.0,70.0,73.0
Nick Foligno 2008,Nick Foligno,2008,L,19.918,72,210,28,,,,,45.0
Nick Foligno 2009,Nick Foligno,2009,L,20.92,72,210,28,,,,45.0,81.0
Nick Foligno 2010,Nick Foligno,2010,L,21.92,72,210,28,,,45.0,81.0,61.0
Nick Foligno 2011,Nick Foligno,2011,L,22.919,72,210,28,,45.0,81.0,61.0,82.0
Nick Foligno 2012,Nick Foligno,2012,L,23.919,72,210,28,45.0,81.0,61.0,82.0,82.0
Nick Foligno 2013,Nick Foligno,2013,L,24.921,72,210,28,81.0,61.0,82.0,82.0,45.0
Nick Foligno 2014,Nick Foligno,2014,L,25.92,72,210,28,61.0,82.0,82.0,45.0,70.0
Nick Foligno 2015,Nick Foligno,2015,L,26.919,72,210,28,82.0,82.0,45.0,70.0,79.0
Nick Foligno 2016,Nick Foligno,2016,L,27.919,72,210,28,82.0,45.0,70.0,79.0,72.0
Nick Foligno 2017,Nick Foligno,2017,L,28.921,72,210,28,45.0,70.0,79.0,72.0,79.0
Nick Foligno 2018,Nick Foligno,2018,L,29.92,72,210,28,70.0,79.0,72.0,79.0,72.0
Nick Foligno 2019,Nick Foligno,2019,L,30.919,72,210,28,79.0,72.0,79.0,72.0,73.0
Nick Foligno 2020,Nick Foligno,2020,L,31.919,72,210,28,72.0,79.0,72.0,73.0,67.0
Nick Foligno 2021,Nick Foligno,2021,L,32.921,72,210,28,79.0,72.0,73.0,67.0,49.0
Nick Foligno 2022,Nick Foligno,2022,L,33.92,72,210,28,72.0,73.0,67.0,49.0,64.0
Nick Foligno 2023,Nick Foligno,2023,L,34.92,72,210,28,73.0,67.0,49.0,64.0,60.0
Erik Johnson 2008,Erik Johnson,2008,D,19.53,76,225,1,,,,,69.0
Erik Johnson 2009,Erik Johnson,2009,D,20.532,76,225,1,,,,69.0,
Erik Johnson 2010,Erik Johnson,2010,D,21.531,76,225,1,,,69.0,,79.0
Erik Johnson 2011,Erik Johnson,2011,D,22.53,76,225,1,,69.0,,79.0,77.0
Erik Johnson 2012,Erik Johnson,2012,D,23.53,76,225,1,69.0,,79.0,77.0,73.0
Erik Johnson 2013,Erik Johnson,2013,D,24.532,76,225,1,,79.0,77.0,73.0,31.0
Erik Johnson 2014,Erik Johnson,2014,D,25.531,76,225,1,79.0,77.0,73.0,31.0,80.0
Erik Johnson 2015,Erik Johnson,2015,D,26.531,76,225,1,77.0,73.0,31.0,80.0,47.0
Erik Johnson 2016,Erik Johnson,2016,D,27.53,76,225,1,73.0,31.0,80.0,47.0,73.0
Erik Johnson 2017,Erik Johnson,2017,D,28.532,76,225,1,31.0,80.0,47.0,73.0,46.0
Erik Johnson 2018,Erik Johnson,2018,D,29.531,76,225,1,80.0,47.0,73.0,46.0,62.0
Erik Johnson 2019,Erik Johnson,2019,D,30.531,76,225,1,47.0,73.0,46.0,62.0,80.0
Erik Johnson 2020,Erik Johnson,2020,D,31.53,76,225,1,73.0,46.0,62.0,80.0,59.0
Erik Johnson 2021,Erik Johnson,2021,D,32.532,76,225,1,46.0,62.0,80.0,59.0,4.0
Erik Johnson 2022,Erik Johnson,2022,D,33.531,76,225,1,62.0,80.0,59.0,4.0,77.0
Erik Johnson 2023,Erik Johnson,2023,D,34.531,76,225,1,80.0,59.0,4.0,77.0,62.0
Kyle Okposo 2008,Kyle Okposo,2008,R,19.458,72,218,7,,,,,9.0
Kyle Okposo 2009,Kyle Okposo,2009,R,20.461,72,218,7,,,,9.0,65.0
Kyle Okposo 2010,Kyle Okposo,2010,R,21.46,72,218,7,,,9.0,65.0,80.0
Kyle Okposo 2011,Kyle Okposo,2011,R,22.459,72,218,7,,9.0,65.0,80.0,38.0
Kyle Okposo 2012,Kyle Okposo,2012,R,23.459,72,218,7,9.0,65.0,80.0,38.0,79.0
Kyle Okposo 2013,Kyle Okposo,2013,R,24.461,72,218,7,65.0,80.0,38.0,79.0,48.0
Kyle Okposo 2014,Kyle Okposo,2014,R,25.46,72,218,7,80.0,38.0,79.0,48.0,71.0
Kyle Okposo 2015,Kyle Okposo,2015,R,26.459,72,218,7,38.0,79.0,48.0,71.0,60.0
Kyle Okposo 2016,Kyle Okposo,2016,R,27.459,72,218,7,79.0,48.0,71.0,60.0,79.0
Kyle Okposo 2017,Kyle Okposo,2017,R,28.461,72,218,7,48.0,71.0,60.0,79.0,65.0
Kyle Okposo 2018,Kyle Okposo,2018,R,29.46,72,218,7,71.0,60.0,79.0,65.0,76.0
Kyle Okposo 2019,Kyle Okposo,2019,R,30.459,72,218,7,60.0,79.0,65.0,76.0,78.0
Kyle Okposo 2020,Kyle Okposo,2020,R,31.459,72,218,7,79.0,65.0,76.0,78.0,52.0
Kyle Okposo 2021,Kyle Okposo,2021,R,32.461,72,218,7,65.0,76.0,78.0,52.0,35.0
Kyle Okposo 2022,Kyle Okposo,2022,R,33.46,72,218,7,76.0,78.0,52.0,35.0,74.0
Kyle Okposo 2023,Kyle Okposo,2023,R,34.46,72,218,7,78.0,52.0,35.0,74.0,74.0
Trevor Lewis 2008,Trevor Lewis,2008,C,20.729,73,201,17,,,,,
Trevor Lewis 2009,Trevor Lewis,2009,C,21.731,73,201,17,,,,,6.0
Trevor Lewis 2010,Trevor Lewis,2010,C,22.73,73,201,17,,,,6.0,5.0
Trevor Lewis 2011,Trevor Lewis,2011,C,23.73,73,201,17,,,6.0,5.0,72.0
Trevor Lewis 2012,Trevor Lewis,2012,C,24.729,73,201,17,,6.0,5.0,72.0,72.0
Trevor Lewis 2013,Trevor Lewis,2013,C,25.731,73,201,17,6.0,5.0,72.0,72.0,48.0
Trevor Lewis 2014,Trevor Lewis,2014,C,26.73,73,201,17,5.0,72.0,72.0,48.0,73.0
Trevor Lewis 2015,Trevor Lewis,2015,C,27.73,73,201,17,72.0,72.0,48.0,73.0,73.0
Trevor Lewis 2016,Trevor Lewis,2016,C,28.729,73,201,17,72.0,48.0,73.0,73.0,75.0
Trevor Lewis 2017,Trevor Lewis,2017,C,29.731,73,201,17,48.0,73.0,73.0,75.0,82.0
Trevor Lewis 2018,Trevor Lewis,2018,C,30.73,73,201,17,73.0,73.0,75.0,82.0,68.0
Trevor Lewis 2019,Trevor Lewis,2019,C,31.73,73,201,17,73.0,75.0,82.0,68.0,44.0
Trevor Lewis 2020,Trevor Lewis,2020,C,32.729,73,201,17,75.0,82.0,68.0,44.0,56.0
Trevor Lewis 2021,Trevor Lewis,2021,C,33.731,73,201,17,82.0,68.0,44.0,56.0,56.0
